Radical,Freq.,General standard #,,HSK 3.0,Stroke count,Character,Pronounciation,Meaning
人 9.8,2185,1963,0.0000290537,5,10,倡,chàng,"guide, leader; lead, introduce"
人 9.8,2261,1966,0.0000263560,7–9,10,俯,fǔ,"bow down, face down, look down"
人 9.8,2329,1968,0.0000241959,7–9,10,倦,juàn,"be tired of, weary"
人 9.8,2583,4562,0.0000171108,,10,倩,qiàn,"beautiful, lovely; son-in-law"
人 9.8,2620,1957,0.0000162736,7–9,10,倚,yǐ,"rely on, depend on; lean heavily"
人 9.8,2749,1958,0.0000138033,,10,俺,ǎn,"personal pronoun, I"
人 9.8,2796,4568,0.0000129455,,10,倏,shū,"hastily, suddenly, abruptly"
人 9.8,3257,4571,0.0000071316,,10,倪,ní,"feeble, tiny, young and weak"
人 9.8,3390,4570,0.0000059947,,10,倭,wō,"dwarf; dwarfish, short"
人 9.8,3519,4572,0.0000052040,,10,俾,bǐ,"so that, in order that; to cause; (Cant.) to give (synonymous with Mandarin給)"
人 9.8,3542,1974,0.0000050903,7–9,10,倔,jué,"stubborn, obstinate, intransigent; firm"
人 9.8,3910,4561,0.0000032144,,10,俸,fèng,"wages, salary, official emolument"
人 9.8,4255,4576,0.0000022325,,10,倌,guān,"assistant in wine shop, groom"
人 9.8,4806,4573,0.0000011421,,10,倜,tì,raise high; unrestrained
人 9.8,4981,4565,0.0000009561,,10,俳,pái,actor; vaudeville show; insincere
人 9.8,5167,4581,0.0000008062,,10,倨,jù,"arrogant, haughty, rude"
人 9.8,5652,7016,0.0000005013,,10,倮,luǒ,"bare, naked, uncovered"
人 9.8,5678,4577,0.0000004858,,10,倥,kōng,"boorish, ignorant; urgent, pressing"
人 9.8,5720,4567,0.0000004548,,10,倬,zhuō,"noticeable, large; clear, distinct"
人 9.8,—,4563,0.0000000000,,10,俵,biào,"divide, distribute"
人 9.8,—,4566,0.0000000000,,10,俶,chù,"start, begin; beginning; arrange"
人 9.8,—,7014,0.0000000000,,10,倴,bèn,
人 9.8,—,7017,0.0000000000,,10,倕,chuí,
人 9.8,—,7018,0.0000000000,,10,倞,jìng,far
人 9.8,—,7019,0.0000000000,,10,𫢸,dàn,sincere
人 9.8,—,7020,0.0000000000,,10,倓,tán,"quiet, peaceful"
人 9.8,—,7021,0.0000000000,,10,倧,zōng,
人 9.9,246,2324,0.0009073713,1,11,做,zuò,"work, make; act"
人 9.9,636,2337,0.0003239778,1,11,假,jiǎ,"falsehood, deception; vacation"
人 9.9,693,2333,0.0002814050,2,11,停,tíng,"stop, suspend, delay; suitable"
人 9.9,979,1969,0.0001674332,2,10,健,jiàn,"strong, robust, healthy; strength"
人 9.9,1204,2334,0.0001130571,6,11,偏,piān,inclined one side; slanting
人 9.9,1284,2330,0.0000982202,5,11,偷,tōu,"to steal, burglar, thief"
人 9.9,1329,2327,0.0000926027,5,11,偿,cháng,"repay, recompense; restitution"
人 9.9,1361,2328,0.0000891248,5,11,偶,ǒu,"accidentally, coincidently; an idol"
人 9.9,3656,2329,0.0000043927,,11,偎,wēi,"cling to, cuddle, embrace, fondle"
人 9.9,3705,4906,0.0000041033,,11,偕,xié,together; be in order
人 9.9,3985,4564,0.0000030335,,10,偌,ruò,"thus, so, like, such"
人 9.9,4171,4905,0.0000024496,,11,偃,yǎn,"cease, lay off, lay down"
人 9.9,4283,4907,0.0000021912,,11,偈,jì,brave; martial; hasty; scudding
人 9.9,4573,4910,0.0000015349,,11,偻,lóu,humpback; surname
人 9.9,5778,4904,0.0000004238,,11,偾,fèn,"ruin, cause fail; overthrown"
人 9.9,5862,4909,0.0000003773,,11,偬,zǒng,urgent
人 9.9,—,7013,0.0000000000,,10,倻,yē,phonetic used in Korean place names
人 9.9,—,7192,0.0000000000,,11,偰,xiè,contract
人 9.9,—,7193,0.0000000000,,11,偡,zhàn,
人 9.9,—,7195,0.0000000000,,11,偭,miǎn,transgress
人 9.9,—,7196,0.0000000000,,11,偲,cāi,talented; urgent
人 9.9,—,7197,0.0000000000,,11,偁,chēng,state
人 9.9,—,7200,0.0000000000,,11,偓,wò,to fuss
儿 10.0,192,12,0.0010740190,1,2,儿,ér,"son, child; KangXi radical 10"
儿 10.1,2859,3503,0.0000117982,,3,兀,wù,to cut off the feet
儿 10.12,3117,3077,0.0000084339,7–9,14,兢,jīng,"fearful, cautious, wary"
儿 10.2,370,80,0.0006019927,1,4,元,yuán,first; dollar; origin; head
儿 10.2,1443,183,0.0000776573,6,4,允,yǔn,"to grant, to allow, to consent"
儿 10.3,1089,250,0.0001363589,4,5,兄,xiōng,elder brother
儿 10.4,188,446,0.0010884942,1,6,先,xiān,"first, former, previous"
儿 10.4,290,417,0.0007629764,3,6,光,guāng,"light, brilliant, shine; only"
儿 10.4,690,525,0.0002832603,3,6,充,chōng,"fill, be full, supply"
儿 10.4,2246,489,0.0000268935,7–9,6,兆,zhào,omen; million; mega; also trillion. China = million; Japan and Taiwan = trillion
儿 10.4,3264,406,0.0000071058,,6,尧,yáo,a legendary ancient emperor-sage
儿 10.5,262,675,0.0008580907,2,7,克,kè,gram; overcome; transliteration
儿 10.5,755,810,0.0002482843,4,7,免,miǎn,spare; excuse from; evade
儿 10.5,2424,850,0.0000211934,7–9,7,兑,duì,cash; exchange
儿 10.6,2364,1195,0.0000228316,5,8,兔,tù,"rabbit, hare"
儿 10.6,4893,4000,0.0000010491,,8,兖,yǎn,establish; one of nine empire divisions
儿 10.6,6937,3718,0.0000000672,,7,兕,sì,a female rhinoceros
儿 10.8,411,1885,0.0005331414,6,10,党,dǎng,"political party, gang, faction"
儿 10.9,2512,2336,0.0000189298,7–9,11,兜,dōu,pouch
入 11.0,210,11,0.0009944651,2,2,入,rù,"enter, come in(to), join"
入 11.2,175,116,0.0011954842,3,4,内,nèi,inside
入 11.4,124,485,0.0015774763,2,6,全,quán,"maintain, keep whole or intact"
八 12.0,451,9,0.0004790598,1,2,八,bā,"eight; all around, all sides"
八 12.12,2341,3125,0.0000239168,7–9,14,舆,yú,"cart, palanquin, sedan chair"
八 12.14,2550,3340,0.0000180203,,16,冀,jì,hope for; wish; Hebei province
八 12.16,7762,8023,0.0000000207,,18,冁,chǎn,smile
八 12.2,115,148,0.0016466118,2,4,公,gōng,"fair, equitable; public; duke"
八 12.2,478,160,0.0004435567,1,4,六,liù,number six
八 12.2,2772,3518,0.0000134209,,4,兮,xī,exclamatory particle
八 12.3,642,306,0.0003201536,7–9,5,兰,lán,"orchid; elegant, graceful"
八 12.4,127,532,0.0015631355,1,6,关,guān,frontier pass; close; relation
八 12.4,330,371,0.0006657433,2,6,共,gòng,"together with, all, total; to share"
八 12.4,531,544,0.0003966843,1,6,兴,xìng,"thrive, prosper, flourish"
八 12.5,398,768,0.0005528671,4,7,兵,bīng,"soldier, troops"
八 12.6,85,996,0.0020827888,2,8,其,qí,"his, her, its, their; that"
八 12.6,389,1232,0.0005651511,2,8,单,dān,"single, individual, only; lone"
八 12.6,391,1077,0.0005623191,3,8,具,jù,"tool, implement; draw up, write"
八 12.6,1044,1092,0.0001491442,2,8,典,diǎn,"law, canon; documentation; classic, scripture"
八 12.7,228,1654,0.0009533135,3,9,总,zǒng,"collect; overall, altogether"
八 12.7,760,1641,0.0002465168,2,9,养,yǎng,"raise, rear, bring up; support"
八 12.8,1515,2056,0.0000705722,7–9,10,兼,jiān,"unite, combine; connect; and"
八 12.9,1602,2407,0.0000610840,7–9,11,兽,shòu,"beast, animal; bestial"
冂 13.2,2047,115,0.0000343714,7–9,4,冈,gāng,ridge or crest of hill
冂 13.3,1525,290,0.0000695696,5,5,册,cè,"book, volume, register, list"
冂 13.3,3070,258,0.0000089094,,5,冉,rǎn,tender; weak; proceed gradually
冂 13.4,242,382,0.0009281823,1,6,再,zài,"again, twice, re-"
冂 13.5,—,6598,0.0000000000,,7,冏,jiǒng,"(archaic form of炯) light, bright"
冂 13.7,1222,1486,0.0001080959,3,9,冒,mào,"risk, brave, dare"
冂 13.8,—,6988,0.0000000000,,10,冔,xǔ,cap worn during the Yin dynasty
冂 13.9,3456,4825,0.0000055709,,11,冕,miǎn,crown; ceremonial cap
冖 14.10,5384,5311,0.0000006563,,12,幂,mì,"cover-cloth, cover with cloth"
冖 14.2,3642,172,0.0000044599,7–9,4,冗,rǒng,excessive; superfluous
冖 14.3,448,316,0.0004842793,1,5,写,xiě,"write; draw, sketch; compose"
冖 14.4,465,558,0.0004569001,3,6,农,nóng,"agriculture, farming; farmer"
冖 14.7,1713,1705,0.0000527999,5,9,冠,guān,"cap, crown, headgear"
冖 14.8,2396,2124,0.0000219272,7–9,10,冤,yuān,"grievance, injustice, wrong"
冖 14.8,2739,2121,0.0000140307,,10,冥,míng,"dark, gloomy, night; deep"
冖 14.8,2840,4669,0.0000121806,,10,冢,zhǒng,"burial mound, mausoleum; grand"
冫 15.1,676,70,0.0002962677,1,3,习,xí,practice; flapping wings
冫 15.10,—,7412,0.0000000000,,12,凓,lì,shiver; severe cold
冫 15.12,—,7713,0.0000000000,,14,凘,sī,
冫 15.13,3014,3284,0.0000096639,,15,凛,lǐn,to shiver with cold or fear
冫 15.14,1631,3370,0.0000589600,7–9,16,凝,níng,coagulate; congeal; freeze
冫 15.3,1384,295,0.0000845874,2,5,冬,dōng,"winter, 11th lunar month"
冫 15.3,—,6514,0.0000000000,,5,冮,gāng,
冫 15.4,273,523,0.0008163086,3,6,决,jué,"decide, determine, judge"
冫 15.4,702,511,0.0002758496,4,6,冲,chōng,soar; pour boiling water over
冫 15.4,1070,513,0.0001405707,4,6,冰,bīng,ice; ice-cold
冫 15.4,8997,6544,0.0000000052,,6,冱,hù,"freezing; stopped up, closed off"
冫 15.5,419,830,0.0005202993,3,7,况,kuàng,"condition, situation; furthermore"
冫 15.5,700,838,0.0002762733,1,7,冷,lěng,"cold, cool; lonely"
冫 15.5,2127,827,0.0000309244,5,7,冻,dòng,"freeze; cold, congeal; jelly"
冫 15.5,2792,843,0.0000130488,7–9,7,冶,yě,"smelt, fuse metals; cast, found"
冫 15.6,1377,1221,0.0000865667,1,8,净,jìng,"clean, pure; cleanse"
冫 15.6,4356,3994,0.0000020103,,8,冽,liè,"cold and raw; pure, clear"
冫 15.6,5800,3995,0.0000004134,,8,冼,xiǎn,a surname
冫 15.8,379,2024,0.0005884994,1,10,准,zhǔn,"approve, allow, permit; in accord"
冫 15.8,1581,2040,0.0000628204,2,10,凉,liáng,"cool, cold; disheartened"
冫 15.8,1731,2014,0.0000516733,7–9,10,凌,líng,pure; virtuous; insult; maltreat
冫 15.8,2352,2015,0.0000235241,7–9,10,凄,qī,"bitter cold, miserable, dreary"
冫 15.8,3675,4623,0.0000043152,,10,凋,diāo,"be withered, fallen; exhausted"
冫 15.8,4506,4610,0.0000016589,,10,凇,sōng,dewdrop; icicle
冫 15.9,857,2375,0.0002067709,4,11,减,jiǎn,"decrease, subtract, diminish"
冫 15.9,2193,2374,0.0000286506,7–9,11,凑,còu,"piece together, assemble"
几 16.0,211,14,0.0009940620,1,2,几,jǐ,small table
几 16.1,1013,50,0.0001577900,6,3,凡,fán,"all, any, every; ordinary, common"
几 16.12,2680,3186,0.0000150953,7–9,14,凳,dèng,bench; stool
几 16.2,1504,159,0.0000714042,7–9,4,凤,fèng,male phoenix; symbol of joy
几 16.4,5226,3620,0.0000007597,,6,凫,fú,"wild duck, teal; swim"
几 16.6,1410,1148,0.0000807167,5,8,凭,píng,"lean on, depend on, rely on"
几 16.6,1447,1112,0.0000774661,7–9,8,凯,kǎi,"triumphant; triumph, victory"
几 16.9,2453,2368,0.0000202115,7–9,11,凰,huáng,female phoenix
凵 17.10,2696,2605,0.0000148834,7–9,12,凿,záo,"chisel; bore, pierce"
凵 17.2,1378,145,0.0000863393,6,4,凶,xiōng,"culprit; murder; bad, sad"
凵 17.2,—,6506,0.0000000000,,4,𠙶,ǒu,
凵 17.3,28,330,0.0039030507,1,5,出,chū,"go out, send out; stand; produce"
凵 17.3,395,195,0.0005556112,5,5,击,jī,"strike, hit, beat; attack, fight"
凵 17.3,2857,229,0.0000118189,7–9,5,凸,tū,"protrude, bulge out, convex"
凵 17.3,2862,260,0.0000117465,7–9,5,凹,āo,"concave, hollow, depressed; a pass, valley"
凵 17.6,1950,1322,0.0000396478,7–9,8,函,hán,correspondence; a case; a box
刀 18.0,1067,18,0.0001410410,3,2,刀,dāo,knife; old coin; measure
刀 18.0,3635,16,0.0000045012,7–9,2,刁,diāo,"tricky, sly, crafty, cunning"
刀 18.1,2700,68,0.0000147697,,3,刃,rèn,"edged tool, cutlery, knife edge"
刀 18.10,1446,2675,0.0000774971,5,12,剩,shèng,"leftovers, residue, remains"
刀 18.10,1665,2779,0.0000562986,7–9,12,割,gē,"cut, divide, partition; cede"
刀 18.11,4386,5410,0.0000019276,,13,剽,piāo,"rob, plunder; slice off; fast"
刀 18.12,6368,7666,0.0000001809,,14,劂,jué,chisel for engraving; engrave
刀 18.12,6471,5759,0.0000001550,,14,劁,qiāo,to neuter livestock
刀 18.13,2487,3311,0.0000194260,7–9,15,劈,pī,"cut apart, split, chop"
刀 18.14,2632,3048,0.0000160824,,13,剿,jiǎo,"destroy, exterminate, annihilate"
刀 18.14,6733,6130,0.0000000982,,16,劓,yì,cut off nose
刀 18.14,7332,7755,0.0000000362,,15,劐,huō,destroy
刀 18.2,79,146,0.0021673038,1,4,分,fēn,divide; small unit of time etc.
刀 18.2,337,107,0.0006531699,3,4,切,qiè,"cut, mince, slice, carve"
刀 18.2,4738,3519,0.0000012455,,4,刈,yì,"cut off, reap, mow; sickle"
刀 18.3,1241,191,0.0001057239,6,5,刊,kān,"publication, periodical; publish"
刀 18.4,284,440,0.0007702269,4,6,则,zé,"rule, law, regulation; grades"
刀 18.4,500,399,0.0004259240,4,6,列,liè,"a line; to arrange in order, classify"
刀 18.4,522,407,0.0004064412,2,6,划,huà,to row or paddle boat; to scratch
刀 18.4,621,441,0.0003339569,2,6,刚,gāng,"hard, tough, rigid, strong"
刀 18.4,635,494,0.0003263808,3,6,创,chuàng,"establish, create; knife cut"
刀 18.4,751,517,0.0002511576,7–9,6,刘,liú,"surname; kill, destroy"
刀 18.4,1087,351,0.0001367052,7–9,6,刑,xíng,"punishment, penalty; law"
刀 18.4,5110,3616,0.0000008475,,6,刎,wěn,"behead, cut throat"
刀 18.4,5475,3613,0.0000006046,,6,刖,yuè,cutting off feet as form of punishment
刀 18.5,155,763,0.0013891856,2,7,利,lì,"gains, advantage, profit, merit"
刀 18.5,222,751,0.0009644968,1,7,别,bié,"separate, other; do not"
刀 18.5,667,889,0.0003027689,3,7,初,chū,"beginning, initial, primary"
刀 18.5,719,849,0.0002689608,3,7,判,pàn,judge; discriminate; conclude
刀 18.5,2780,815,0.0000133176,7–9,7,删,shān,to cut; delete
刀 18.5,3623,821,0.0000045891,7–9,7,刨,páo,"to dig, to excavate; carpenter's plane"
刀 18.5,7433,3818,0.0000000310,,7,刭,jǐng,cut throat
刀 18.5,—,6559,0.0000000000,,7,刬,chǎn,to level off; to trim; to pare down
刀 18.6,22,1063,0.0049871574,1,8,到,dào,"go to, arrive, been to"
刀 18.6,163,1121,0.0012958594,3,8,制,zhì,system; establish; overpower
刀 18.6,618,1224,0.0003359879,2,8,刻,kè,"carve, engrave; quarter hour"
刀 18.6,1058,1039,0.0001441365,4,8,刺,cì,"stab; prick, irritate; prod"
刀 18.6,1481,1230,0.0000738641,6,8,券,quàn,"certificate, ticket; title deeds"
刀 18.6,1546,1216,0.0000662570,7–9,8,剂,jì,medicinal preparation
刀 18.6,1824,1310,0.0000453376,4,8,刷,shuā,"brush; clean with brush, scrub"
刀 18.6,2249,1167,0.0000267953,7–9,8,刹,shā,"temple, shrine, monastary"
刀 18.6,2350,1129,0.0000235912,6,8,刮,guā,"shave, pare off, scrape"
刀 18.6,3959,3971,0.0000030955,,8,刽,guì,"amputate, cut off"
刀 18.6,4434,3982,0.0000018191,,8,剁,duò,"chop by pounding, mince, hash"
刀 18.6,6008,3930,0.0000003204,,8,刿,guì,"to cut, injure, stab, stick on"
刀 18.6,6294,3933,0.0000002067,,8,剀,kǎi,"sharpen; carefully, thorough"
刀 18.6,6607,3888,0.0000001240,,8,刳,kū,"cut out, dig, rip up, scoop out"
刀 18.7,93,1650,0.0019711787,1,9,前,qián,"in front, forward; preceding"
刀 18.7,869,1587,0.0002016496,6,9,剑,jiàn,"sword, dagger, saber"
刀 18.7,1794,1475,0.0000473840,7–9,9,削,xuē,"scrape off, pare, trim"
刀 18.7,3289,1661,0.0000069094,7–9,9,剃,tì,shave
刀 18.7,3577,4161,0.0000048733,,9,剌,lá,"slash, cut in two; contradict"
刀 18.7,4794,4216,0.0000011576,,9,剐,guǎ,"cut, cut flesh from bones"
刀 18.7,—,4134,0.0000000000,,9,剋,kè,"subdue, overcome; cut down"
刀 18.7,—,6805,0.0000000000,,9,剅,lóu,
刀 18.8,909,2132,0.0001890658,3,10,剧,jù,"theatrical plays, opera, drama"
刀 18.8,1959,2129,0.0000387796,7–9,10,剥,bō,peel
刀 18.8,2484,2042,0.0000194673,7–9,10,剖,pōu,"split in two, slice; dissect"
刀 18.8,2551,1401,0.0000179790,7–9,9,荆,jīng,thorns; brambles; my wife; cane
刀 18.8,3156,1896,0.0000080567,7–9,10,剔,tī,pick out; scrape off; scrape meat
刀 18.8,4671,4667,0.0000013385,,10,剜,wān,"cut, cut out, pick out, scoop out"
刀 18.8,6348,4641,0.0000001860,,10,剡,shàn,"sharp, sharp-pointed; sharpen"
刀 18.8,7417,4482,0.0000000310,,10,剞,jī,carving or engraving knife; grave
刀 18.8,—,6980,0.0000000000,,10,剕,fèi,amputation of limbs as corporal punishment
刀 18.8,—,7092,0.0000000000,,10,剟,duō,"to prick; to cut blocks, to engrave"
刀 18.9,764,2234,0.0002455763,6,11,副,fù,assist; supplement; assistant
刀 18.9,2227,2406,0.0000275136,5,11,剪,jiǎn,"scissors; cut, divide, separate"
力 19.0,106,19,0.0018559615,2,2,力,lì,"power, capability, influence"
力 19.11,1565,2848,0.0000647842,5,13,勤,qín,"industrious, diligent, attentive"
力 19.11,2657,2549,0.0000155966,7–9,12,募,mù,"levy, raise; summon; recruit"
力 19.11,—,7615,0.0000000000,,13,勠,lù,"join forces, unite"
力 19.12,—,7125,0.0000000000,,11,勚,yì,work hard; belabored; toil
力 19.13,5506,6018,0.0000005840,,15,勰,xié,"peaceful, harmonious"
力 19.2,367,181,0.0006041425,2,4,办,bàn,"manage, do, handle; deal with"
力 19.2,1562,186,0.0000650477,5,4,劝,quàn,"recommend, advise, urge"
力 19.3,166,335,0.0012591366,2,5,加,jiā,"add to, increase, augment"
力 19.3,452,202,0.0004757111,3,5,功,gōng,"achievement, merit, good result"
力 19.3,5570,3537,0.0000005478,,5,劢,mài,"put forth effort, strive forward"
力 19.4,73,353,0.0022058405,1,6,动,dòng,"move, happen; movement, action"
力 19.4,1902,416,0.0000416891,7–9,6,劣,liè,"bad, inferior; slightly"
力 19.5,607,719,0.0003455587,2,7,助,zhù,"help, aid, assist"
力 19.5,679,674,0.0002900146,5,7,劳,láo,"labor, toil, do manual work"
力 19.5,1081,924,0.0001372788,2,7,努,nǔ,"to exert, strive, make an effort; to pout"
力 19.5,1358,926,0.0000894400,4,7,劲,jìn,"strong, unyielding, tough, power"
力 19.5,1468,702,0.0000749959,5,7,励,lì,strive; encourage
力 19.5,1825,660,0.0000452290,7–9,7,劫,jié,"take by force, coerce; disaster"
力 19.5,5012,3817,0.0000009354,,7,劭,shào,encourage; to excel; excellent
力 19.5,5106,3745,0.0000008527,,7,劬,qú,"be diligent, toil, endeavor"
力 19.6,506,977,0.0004170714,3,8,势,shì,"power, force; tendency"
力 19.6,3597,4002,0.0000047648,,8,劾,hé,"examine into, impeach, charge"
力 19.6,—,3843,0.0000000000,,8,劼,jié,"be discreet, prudent, cautious"
力 19.7,1206,1746,0.0001127573,4,9,勇,yǒng,"brave, courageous, fierce"
力 19.7,1533,1440,0.0000681278,7–9,9,勃,bó,"suddenly, sudden, quick"
力 19.7,2078,1599,0.0000330639,7–9,9,勉,miǎn,"endeavor, make effort; urge"
力 19.7,2349,1506,0.0000236067,7–9,9,勋,xūn,meritorious deed; merits; rank
力 19.8,5460,4682,0.0000006098,,10,勐,měng,imperial degree; daoist magic
力 19.8,—,6932,0.0000000000,,10,𪟝,jì,spin; achievement
力 19.8,—,7040,0.0000000000,,10,勍,qíng,"strong, powerful, mighty; violent"
力 19.9,966,2200,0.0001717174,7–9,11,勒,lēi,"strangle, tighten"
力 19.9,2585,2195,0.0000170694,7–9,11,勘,kān,investigate; compare; collate
力 19.9,4974,4821,0.0000009664,,11,勖,xù,"enjoin, advise, preach to"
力 19.9,—,7151,0.0000000000,,11,勔,miǎn,"endeavor, make effort; urge"
勹 20.1,3275,49,0.0000070128,6,3,勺,sháo,"spoon, ladle; unit of volume"
勹 20.2,2034,158,0.0000350380,7–9,4,勾,gōu,"hook, join, connect; entice"
勹 20.2,2563,152,0.0000175707,7–9,4,勿,wù,"must not, do not; without, never"
勹 20.2,2692,156,0.0000149351,7–9,4,匀,yún,equal
勹 20.3,454,298,0.0004715148,1,5,包,bāo,"wrap, pack, bundle; package"
勹 20.3,1622,289,0.0000596370,7–9,5,匆,cōng,"hastily, in haste, hurriedly"
勹 20.4,2503,504,0.0000191210,,6,匈,xiōng,"Hungary, Hungarian"
勹 20.7,4202,4290,0.0000023772,,9,匍,pú,crawl; lie prostrate
勹 20.9,4278,4924,0.0000021963,,11,匐,fú,fall prostrate; crawl
勹 20.9,5454,4799,0.0000006150,,11,匏,páo,gourd; musical instrument
匕 21.0,3252,13,0.0000071730,,2,匕,bǐ,"spoon, ladle; knife, dirk"
匕 21.2,178,132,0.0011613661,3,4,化,huà,"change, convert, reform; -ize"
匕 21.3,315,227,0.0007076804,1,5,北,běi,north; northern; northward
匕 21.9,2476,2259,0.0000196843,7–9,11,匙,shi,spoon; surname
匕 21.9,8335,,0.0000000103,,13,莻,gòng,late
匚 22.0,5494,,0.0000005891,,2,匚,fāng,box; KangXi radical 22
匚 22.13,4972,5882,0.0000009664,,15,赜,zé,"abstruse, deep, profound"
匚 22.3,4170,3534,0.0000024496,,5,匝,zā,full circle; encircle
